0.5574402467232074	0.5389360061680802	0.5643793369313801	0.535851966075559	0.5412490362374711	0.5343099460292984	0.5443330763299923	0.5443330763299923	0.5397070161912105	0.5335389360061681	0.5458750963762529	0.543562066306862	0.5389360061680802	0.5451040863531226	0.5481881264456437	0.535851966075559	0.5489591364687741	0.5489591364687741	0.5497301464919044	0.5289128758673862
953
