0.6757075471698113	0.6698113207547169	0.6580188679245284	0.652122641509434	0.6721698113207547	0.6709905660377359	0.6780660377358491	0.6627358490566038	0.6768867924528302	0.652122641509434	0.6745283018867925	0.6639150943396226	0.6851415094339622	0.6745283018867925	0.6639150943396226	0.6721698113207547	0.6662735849056604	0.6816037735849056	0.6757075471698113	0.6721698113207547
5
