0.5864759427828349	0.576072821846554	0.5864759427828349	0.6072821846553966	0.5903771131339401	0.5890767230169051	0.5838751625487646	0.5955786736020806	0.5864759427828349	0.5656697009102731	0.5851755526657998	0.6020806241872562	0.5903771131339401	0.599479843953186	0.6150845253576073	0.577373211963589	0.5825747724317295	0.5825747724317295	0.5565669700910273	0.5786736020806242

