0.6	0.5812865497076023	0.5777777777777777	0.5976608187134503	0.5982456140350877	0.5894736842105263	0.5894736842105263	0.57953216374269	0.6093567251461989	0.5783625730994152	0.5894736842105263	0.5894736842105263	0.6	0.5830409356725146	0.5982456140350877	0.5807017543859649	0.595906432748538	0.6017543859649123	0.5982456140350877	0.6011695906432749
8245614035	0.5660818713450292
